learning rate,sgd step size,latent factors,iterations,last RMSE,RMSE list,last MAE,MAE list
0.03,0.03,50,,1.3749895769096738,[1.3749895769096738],1.1293773772443962,[1.1293773772443962]
0.03,0.03,50,,1.374989576909674,[1.374989576909674],1.1293773772443965,[1.1293773772443965]
