learning rate,sgd step size,latent factors,iterations,last RMSE,RMSE list,last MAE,MAE list
0.075,0.01,50,99,1.4254649059748914,"[1.9132325491774969, 1.8856972574526183, 1.86718093330655, 1.8531030622330362, 1.8420909233172922, 1.8325365478635134, 1.8244566356517138, 1.8173168642758215, 1.8110849679415955, 1.805177667623118, 1.7997608783722905, 1.794589250232537, 1.7895790939813503, 1.7845646280042653, 1.7795426327146577, 1.7746218262216344, 1.7693473011561542, 1.7640048457640656, 1.7583525956844381, 1.751979165551638, 1.7457984491938867, 1.7388600547035464, 1.7312884498957697, 1.7237633698602697, 1.715126635275411, 1.7066295560173144, 1.697567093146386, 1.688360697087666, 1.6787183314492855, 1.6690415612832248, 1.6591922273207411, 1.649246311035167, 1.639425225192774, 1.6296038974710667, 1.6200188351500435, 1.6105739815760107, 1.6012755003579247, 1.592409429513332, 1.583549386272659, 1.575387619290147, 1.5673596825812686, 1.5594835158738385, 1.5522536116336991, 1.5451574756071185, 1.5385346673997655, 1.5320008636319613, 1.5259118143783041, 1.520247846292816, 1.5146776478705497, 1.5096004590019676, 1.504708165920649, 1.4999770239745553, 1.4956140341333641, 1.4914497662336779, 1.4874954334822201, 1.4839443747979923, 1.4803732713178508, 1.4771214162016078, 1.4740545716542046, 1.4711064325687677, 1.4683463877793541, 1.4656205020134059, 1.4633243301085161, 1.4608239559995209, 1.4587919950792396, 1.4566304358596216, 1.4546701166939613, 1.45283910334685, 1.4510983401335487, 1.4494730557781261, 1.4478354606593022, 1.4463678949837886, 1.4450359121155134, 1.4435987363733518, 1.442394141788891, 1.4411479075302576, 1.4401514507109086, 1.4390200942411624, 1.4379580252383768, 1.4371551601639172, 1.436121674448134, 1.4352566468407635, 1.4344566688413578, 1.4336019117867653, 1.432937640880037, 1.4321534325299887, 1.4314740038428928, 1.430813184270399, 1.4302611655945183, 1.4297226463227952, 1.429081387995265, 1.4285575417697784, 1.4280730369111854, 1.4275677941393834, 1.4271716175729505, 1.4266266639695349, 1.4263431246008862, 1.4259146576025277, 1.4254649059748914, 1.4251346968942862]",0.5967053321565824,"[1.2985603189679822, 1.2693250926621955, 1.2478599963718617, 1.2308278121921405, 1.2169531878588518, 1.2048895677524227, 1.1944437606869382, 1.1850319678456864, 1.1766012764318154, 1.168817331918118, 1.1615368655489278, 1.1546302368369459, 1.1478758899051649, 1.1411323690656878, 1.1346931608337625, 1.1282657002688894, 1.1213838233311546, 1.1144895002166568, 1.1073335973199512, 1.0993359150512945, 1.0914602099759085, 1.0828950756524072, 1.0735185471328104, 1.063984870665373, 1.053253856951076, 1.042493603224665, 1.030927039032494, 1.0191155784806136, 1.006701084787376, 0.994050782158092, 0.980983372089609, 0.9677583766707671, 0.9544003466888886, 0.9411283627712632, 0.9278346912837615, 0.9147280033362561, 0.9016621341725296, 0.8889452921409973, 0.876351308386922, 0.8642745337639639, 0.8524229966856779, 0.8408073913336562, 0.8297333172697393, 0.8189517315871263, 0.8086190360257327, 0.7984897578022496, 0.78889455641429, 0.7797560649140137, 0.770779609066814, 0.7623790511192686, 0.7542722419620226, 0.7463723044801753, 0.7389591851889982, 0.7317924157445482, 0.7249851343112028, 0.7185606554689602, 0.7122861167029858, 0.7064070400413698, 0.700742258562341, 0.6952980814653842, 0.6901282043548524, 0.6851209162616069, 0.6805168398940107, 0.6758825755972188, 0.6716892274149242, 0.6675493900171112, 0.6635721026014857, 0.6598277989296009, 0.6562540594689208, 0.6528681338843747, 0.6494822183277175, 0.6463941816913824, 0.6434067335309545, 0.640472177115119, 0.6377547494539116, 0.6350779250437021, 0.6326879408770042, 0.6301479032306487, 0.6278342279398043, 0.625736563585108, 0.6235001142999433, 0.6214378758259685, 0.6194783333873475, 0.6175671777216412, 0.6157924393279511, 0.6140085590762361, 0.612360874222974, 0.6107537330149063, 0.609259899798739, 0.6078265856786196, 0.6062781263927536, 0.604927136776713, 0.6036413362950661, 0.6023212406554861, 0.6011700055659711, 0.5999582899242957, 0.598901556928725, 0.5977853105657561, 0.5967053321565824, 0.5956583391994129]"
0.075,0.01,100,99,1.4161912722209835,"[1.9157899763064439, 1.8872847296699926, 1.8682410941406422, 1.8541098585632736, 1.8427227358152454, 1.8335511314439068, 1.8256505026077443, 1.8187996180784416, 1.8129080954026913, 1.8074236200588651, 1.802441666258396, 1.7979536098482618, 1.7932796392457302, 1.789112499054091, 1.7852267074326187, 1.7810045445473823, 1.7769135554842768, 1.7728061106782953, 1.7684066440406052, 1.7639697203150917, 1.7588558705780775, 1.7533973983832425, 1.7479243169735912, 1.7419513985607187, 1.735523856111511, 1.728313972472786, 1.7210305872053504, 1.71311651519681, 1.704894152373488, 1.6959632570673928, 1.6868594151416594, 1.677243494440552, 1.667533489281531, 1.6575992022986772, 1.6476806131673003, 1.637702847783074, 1.6276253686963245, 1.6177856923873546, 1.6082247612322318, 1.5985318584701533, 1.589335816357924, 1.5803894236369154, 1.57161812238533, 1.563249274113612, 1.5551721924849444, 1.5474583872049783, 1.540183946847698, 1.5330042096345766, 1.5261785065696862, 1.5197687697948226, 1.513871863686738, 1.5079803628967732, 1.5025627012325504, 1.4974540051636638, 1.49246018200576, 1.48802706953289, 1.483481656689989, 1.479452487462941, 1.475563809745963, 1.4718589594208458, 1.4683746482271876, 1.4651181821365205, 1.4620864520855055, 1.4590508610890294, 1.456234000511945, 1.4537838642859522, 1.4514137774214624, 1.4491173229811822, 1.4468571256722529, 1.44485147167847, 1.442890549880856, 1.4409954917568475, 1.4393474085345301, 1.4377654679472016, 1.4362081798351998, 1.4347939535293657, 1.4334381601589685, 1.4321332288362256, 1.4309088132565568, 1.4297225598545835, 1.4285819816152001, 1.4274784649765984, 1.4265538950997247, 1.425690763321605, 1.4248254395885613, 1.423885138713374, 1.42314375080854, 1.4223849293166801, 1.4216646464215732, 1.420972263372127, 1.4203207895072925, 1.4197313873352306, 1.4191537701514345, 1.4185442348447659, 1.4180478653389437, 1.4175329616382466, 1.4172093415870695, 1.4166637480534012, 1.4161912722209835, 1.415751852041554]",0.5861144734034756,"[1.3109039926114423, 1.2784522551853004, 1.2556190441341395, 1.2380745978164651, 1.2236382499332614, 1.211717214034291, 1.2012244674025658, 1.1921247149647254, 1.1839717305283983, 1.176620894256285, 1.1696621802050122, 1.1634452669706263, 1.1571746551449538, 1.1513938446639214, 1.145967828894137, 1.1402900474509134, 1.134838401312261, 1.1293006695819627, 1.1235916630221896, 1.1177876230282524, 1.1112550597438224, 1.1045049420886046, 1.0975678919500753, 1.0901051181260772, 1.082042388502483, 1.0731281183266503, 1.0640617644252433, 1.0540129939700367, 1.0435987726412193, 1.0322592050332597, 1.0205343359632322, 1.0080614770023162, 0.9953394864787497, 0.9821457389868532, 0.9688704402249411, 0.9553348869355418, 0.9414983129922508, 0.9279090165949806, 0.9143496178150019, 0.9007172912103423, 0.8874142461090937, 0.8744456965113032, 0.8616365012579652, 0.8491801103972519, 0.8370671823097845, 0.8253426203438662, 0.8141140628492877, 0.8030488007984204, 0.7924415828753034, 0.7821924723579757, 0.772629581288281, 0.7631592977094643, 0.7542099138548745, 0.7456693200266676, 0.7374174871823991, 0.7297298902677148, 0.7220475773268168, 0.7149205469980077, 0.7080944928554027, 0.70151902477672, 0.6952958362745436, 0.6893822186070446, 0.6837566549570722, 0.6782291348748709, 0.6729673031578134, 0.6681555489258673, 0.663539166547834, 0.6590321643587369, 0.6547105611874192, 0.6506908819082219, 0.6467796034339057, 0.6430383965687981, 0.6395253991450912, 0.6361732256066109, 0.6329568579348152, 0.629878218708155, 0.62689154665759, 0.6241114985139404, 0.6214471409288711, 0.6188596032804599, 0.6163362469841847, 0.6139744804425257, 0.6117748833924355, 0.6096329789240349, 0.6076172961011562, 0.6055494347993984, 0.6036253470052613, 0.6018845973038037, 0.6001051297494848, 0.598451795179198, 0.5968497520637953, 0.5952998497602895, 0.5938341806504932, 0.5923798719092849, 0.5910244029000858, 0.5897638612157294, 0.588629941734496, 0.5872818083076286, 0.5861144734034756, 0.5849754922198139]"
0.075,0.005,20,99,1.524056536240541,"[1.9229630858137663, 1.9020620525860745, 1.8870701426139747, 1.875361026146986, 1.8653943199411893, 1.8571621561314764, 1.849808030574916, 1.843300729535698, 1.8374114596917623, 1.8321559002787156, 1.8273746137168951, 1.822846554047316, 1.8187439029829413, 1.8148159487858178, 1.811043054413132, 1.8075496971597615, 1.8042947447486486, 1.8009620276335827, 1.7979173381475193, 1.7948636631295773, 1.7919275122252054, 1.7891259168186406, 1.7861806861033975, 1.7834332855196282, 1.7807314775090137, 1.7779469135831736, 1.775176455512977, 1.7725004199508294, 1.7696445390708904, 1.7669906356395102, 1.7639750298417078, 1.761206242614833, 1.7582619265563244, 1.7553601101034007, 1.7522326128926882, 1.7491851975544235, 1.7458991179733057, 1.74276635345906, 1.7393820357757253, 1.7359733606950478, 1.732470896795016, 1.728848243613923, 1.7252634768416586, 1.721507980360129, 1.7176570502772295, 1.7137236523403052, 1.7097152493974803, 1.705735207392873, 1.7017060240354165, 1.697521702110262, 1.693264349631474, 1.6891531821323207, 1.6848745502958955, 1.6805593751287553, 1.6761588839651538, 1.6718999220459945, 1.6676609717268285, 1.663333667606266, 1.6589855778959048, 1.654553683288917, 1.6502231346511549, 1.6459439293171754, 1.641705981079107, 1.6374852936166957, 1.6333700086807115, 1.6291280344050538, 1.6250699428387578, 1.6207831150543635, 1.6168223731864309, 1.6128898080246796, 1.6090588868531581, 1.6050143505494945, 1.6012502643980764, 1.5976145258372243, 1.5938273377631667, 1.590114540389582, 1.586599916942482, 1.5830888714364588, 1.5796412151890644, 1.57616217736029, 1.5729115416525894, 1.5697393508528128, 1.566550143250536, 1.563448862767839, 1.5604819104637406, 1.5573185974860067, 1.5544253116425109, 1.55152108452986, 1.5487309118233468, 1.5460105591623894, 1.5433287684349395, 1.5407606206531717, 1.5382348641879884, 1.5356496219581772, 1.5332315675047616, 1.5308045238084569, 1.5284895515786148, 1.5261736974211135, 1.524056536240541, 1.5218943849115085]",0.7949177638265146,"[1.3028876891148238, 1.284483671187282, 1.2698336264894392, 1.257487839869437, 1.246583891522422, 1.2373224791815, 1.2286659146473886, 1.2210036677852227, 1.2138815469979132, 1.2073528136906193, 1.201439414100074, 1.1957081489387686, 1.1904981403202501, 1.185463087946193, 1.1806384750556673, 1.1761183998255895, 1.1718283471364208, 1.1674900894499431, 1.1634841813286927, 1.1594808773392753, 1.1556613147028663, 1.151921524577561, 1.1481467015845892, 1.1445197420946007, 1.14095183537176, 1.1373568666633982, 1.133783344217276, 1.1302879318703563, 1.1266273156688662, 1.1231657388872207, 1.1193820061523228, 1.1157775808075838, 1.1120691575860207, 1.1083369100677132, 1.104449009514483, 1.1005274591884922, 1.096439037171372, 1.0924739567641426, 1.0882144059976577, 1.0839767470985897, 1.0795739133750701, 1.075063617314944, 1.070542450744279, 1.0658389415863585, 1.0609815444556412, 1.056103930688903, 1.0510553501402966, 1.0460305117144522, 1.0409096724457585, 1.0356349619545118, 1.0302680208878277, 1.024944745824549, 1.019480065612118, 1.01399559716811, 1.0083621733845785, 1.0028688923918074, 0.9973024570510788, 0.9917074066956335, 0.9860236600518392, 0.9802737384319836, 0.9745611247375252, 0.9689241801135415, 0.9633074903786962, 0.9576441035735701, 0.952103910367071, 0.9464524780527028, 0.9409836618999757, 0.9352989645242692, 0.9298432589664396, 0.9244622397898531, 0.9190939868117609, 0.913659745182329, 0.9084130651776944, 0.9033095733508857, 0.8980617643348294, 0.8929047905722546, 0.887864746452051, 0.882921061126461, 0.8780023722363652, 0.8730729346223312, 0.8683669736868367, 0.8637512377024473, 0.8591316769920861, 0.8545692275977411, 0.8501818509615613, 0.8455956217359054, 0.8413121779242513, 0.8370388468281086, 0.8328528474677073, 0.8287427770726271, 0.8247126154857115, 0.8207874595038833, 0.816896822285165, 0.812992829730371, 0.8092669804859105, 0.8055467333111995, 0.8019373114268985, 0.7983069735956226, 0.7949177638265146, 0.7915006160657536]"
0.075,0.005,50,99,1.5021327011224028,"[1.9236430814411791, 1.9018359219539576, 1.8862725987023745, 1.874239085772639, 1.86411785150907, 1.8556298764895223, 1.8481828415455799, 1.8416287555291577, 1.835726782104746, 1.8302942537022666, 1.8254315464765374, 1.8209830533191211, 1.8169423119924248, 1.812938907720684, 1.8093266657680016, 1.8059870070485826, 1.8027716511325527, 1.7996309862030313, 1.796699196938843, 1.7938774954176466, 1.791119868489599, 1.7883311908046644, 1.7858572313435068, 1.78325134012316, 1.780769668857614, 1.778236419036735, 1.7758136132469868, 1.7733539165926422, 1.7708998296113285, 1.7683649809646698, 1.7659943027402636, 1.7633822057883926, 1.7608391585930339, 1.7580847757888245, 1.7554503752219954, 1.7527800504382816, 1.749884996554537, 1.746974673287375, 1.743955519451874, 1.741050683168727, 1.7378140674409268, 1.734572759523706, 1.7311074611449306, 1.7276727838202282, 1.7239392770156494, 1.7202968900081168, 1.716390992988073, 1.7124864308366787, 1.7084767235738245, 1.7041811204726838, 1.700034840443897, 1.6957839283203255, 1.6913837995195458, 1.686831109330169, 1.6821646356866229, 1.6775565150413847, 1.6728478060318028, 1.668001007702681, 1.6632912926153203, 1.6584341140425218, 1.6534676159859945, 1.648618679152384, 1.6437257902350546, 1.638810015912068, 1.6339829508785664, 1.6291483291421698, 1.624227233414606, 1.6194098827163843, 1.6145893472050035, 1.6098138309914147, 1.6050421495301483, 1.6004573046951571, 1.5958659193967228, 1.5912643924973238, 1.5867941312554061, 1.5824077642644274, 1.5780937236417967, 1.5737373127689522, 1.569528913287839, 1.5654601411928808, 1.5613834544829903, 1.557429754941429, 1.5536000788492286, 1.5497964060168181, 1.5460747549970293, 1.5423989041016803, 1.538842578224203, 1.5353242217374554, 1.531937708995575, 1.5286161795773285, 1.5253626371641997, 1.5221768972832903, 1.51910343061324, 1.5161716307512556, 1.5130995768317586, 1.5102622142157915, 1.5075310627028213, 1.5047542198585164, 1.5021327011224028, 1.4996101687039154]",0.7669355296144402,"[1.3146022056716107, 1.2947853171914765, 1.278899513189385, 1.2655920983597684, 1.2541431044438078, 1.2441658394597772, 1.2352635712534932, 1.227156488295621, 1.2199341928270817, 1.2131126079351908, 1.206944948908367, 1.2012405473101766, 1.1959741667158632, 1.1907906967730073, 1.1860064912262072, 1.1815827244962684, 1.177315192664108, 1.1731263322180052, 1.169212049072298, 1.1654413287964085, 1.161724043905314, 1.1580273352140902, 1.1546900948768788, 1.151172143874206, 1.147837249467172, 1.1444867278535267, 1.1412503234971239, 1.1379824631514985, 1.1347394983019035, 1.1314035110183678, 1.1282486685491322, 1.1249346900754007, 1.1216255975857923, 1.1180818570398199, 1.1147336460942954, 1.1112978879392588, 1.1076491087513163, 1.103947700986918, 1.1001692324988501, 1.096431141316912, 1.0923917499560176, 1.0883605707118522, 1.0840498582910303, 1.079746737953283, 1.0750958288483567, 1.0705369280950134, 1.0657106779866699, 1.0608271710937554, 1.05575792910089, 1.050442093609535, 1.0451965973304076, 1.039774434785628, 1.0342169041134497, 1.0284452288158061, 1.0224831539675725, 1.0166333146973368, 1.0105367140289383, 1.0042889077976396, 0.9981461307117894, 0.9918056319977867, 0.9853277001071836, 0.978900252859379, 0.9724381260232354, 0.9659197536968751, 0.9594082970782791, 0.952918885836403, 0.9463138070304685, 0.9396998811068343, 0.9331425302532428, 0.9266325195383409, 0.9200602097166564, 0.9136371329097291, 0.9072407544051706, 0.9008075870636928, 0.8944750853067066, 0.8882232031573352, 0.8820860893556548, 0.875876710748633, 0.8697854376478861, 0.8638357726805844, 0.8579185593431811, 0.8521081823465664, 0.8464294112783102, 0.8407598439462254, 0.8352136003632177, 0.829716347395813, 0.824348592755316, 0.819021467061705, 0.8138092432509315, 0.8087177031113564, 0.8036765937494823, 0.7987838963514414, 0.7939498188897924, 0.7892890169322193, 0.7845373983021046, 0.7800253538392606, 0.7756140568148584, 0.7712025210291001, 0.7669355296144402, 0.7628134175387369]"
0.075,0.005,100,99,1.5247478757088264,"[1.939345819953165, 1.9164609361601224, 1.9006599280888594, 1.8881881406446939, 1.8780611986231044, 1.8693900735557425, 1.8618142742694046, 1.8552310893778945, 1.8492038040788474, 1.8439639554784968, 1.8389878334223388, 1.8345844025104827, 1.830489000433625, 1.8266269094587098, 1.823152296306237, 1.8198050623670365, 1.816785187655121, 1.8137772680253554, 1.8110351991632903, 1.808379938880212, 1.8057450410730616, 1.803344766770331, 1.8009455826257923, 1.7987302921640234, 1.7964987828861807, 1.7943507454835252, 1.792193823204103, 1.7900444997373455, 1.7880142060420559, 1.786010417698065, 1.7839849489934858, 1.7818975323774469, 1.7799240272167285, 1.777710332616349, 1.7755756891456655, 1.7734813923441617, 1.7714057107427563, 1.769113000421265, 1.7668887966681786, 1.7643800164592982, 1.7619523365700618, 1.759585654882181, 1.756921783069461, 1.7543785892062886, 1.7515891280516032, 1.7487507893216236, 1.7457470080668114, 1.7426633357876595, 1.7395168651239326, 1.7361884564003236, 1.7327872415432135, 1.7293516382106975, 1.72552357846457, 1.7218422172278502, 1.7179422301149925, 1.7138822887121576, 1.7097861657385147, 1.7054860728308552, 1.701247454780443, 1.6968145473284635, 1.6921540181903836, 1.6875411808376382, 1.682973269341526, 1.678121240789532, 1.6733718383273384, 1.6684904897409834, 1.6635166474240266, 1.658676743270847, 1.653727427829467, 1.648781841128242, 1.6438925422054502, 1.6388191268193215, 1.6338320182682133, 1.6289111373607372, 1.624124526490729, 1.6190411305999648, 1.614349769907633, 1.609435980500812, 1.604699029541974, 1.6000702714662938, 1.5953768991982191, 1.5907965934856985, 1.5864103085822472, 1.5819515869971559, 1.5775700258687373, 1.5732232776756645, 1.5690132789925202, 1.5648165168952983, 1.5607996467954077, 1.5568774140406927, 1.552937640814486, 1.5490775064300752, 1.5454246184895173, 1.5416928034980595, 1.5382138413097697, 1.5346819039632194, 1.5312841868277924, 1.5279878091367796, 1.5247478757088264, 1.5215470686939858]",0.7920028453791653,"[1.337466029306857, 1.3127999765528844, 1.2948483927628984, 1.2801221436386132, 1.2680201946503913, 1.2574230226301553, 1.248029507618528, 1.2397043323372932, 1.2321040218610897, 1.2253860993114898, 1.2189458627506977, 1.2131878471372628, 1.2077591569811228, 1.2026894089289988, 1.1979800867132178, 1.1934819711596547, 1.189346504349986, 1.1852962387678523, 1.1815212716571197, 1.1778776103997797, 1.1742564472160217, 1.170928652548186, 1.1676733096243679, 1.164520928337428, 1.1614833813471266, 1.1584924002489803, 1.1555448795080983, 1.1525988387659694, 1.1498042608771546, 1.1470444737934948, 1.1442964471867507, 1.1414974514174392, 1.1388415819485116, 1.135930513949975, 1.133100913387042, 1.130283321869319, 1.1275309857760483, 1.1245969600942043, 1.1217015427271515, 1.1184740494489054, 1.1154078097192157, 1.1123585950784574, 1.1090408829677483, 1.1057781446698718, 1.1022665047734583, 1.0987401781893384, 1.0949833795682873, 1.0911905279844487, 1.0872181090886233, 1.0831082881525105, 1.0788705383760975, 1.0745172615828666, 1.0698524013296284, 1.065217437446941, 1.0603498682391133, 1.0552767380038082, 1.050110736052171, 1.0447285978934928, 1.039315960587274, 1.0336752590791174, 1.0277651182595355, 1.021886371723536, 1.0159547820171109, 1.0097273620650022, 1.0035230868062732, 0.997149868286061, 0.9906406698844753, 0.9842305346552626, 0.9776524235144781, 0.9710428537217187, 0.9644613082455377, 0.9576605009888507, 0.9509239866083307, 0.9442088325437967, 0.9375782715632138, 0.9306811837851003, 0.9240799211513414, 0.917285651066807, 0.9106340755233147, 0.9040379063581504, 0.8974577469400384, 0.8909033989332585, 0.884505329502981, 0.8780957179602099, 0.8717704736749603, 0.8654764820455116, 0.8592904803708326, 0.85312509149792, 0.8471484467362812, 0.8412483713573795, 0.8353793986434981, 0.8295945091842056, 0.8239859553622031, 0.818370321949167, 0.8129725947312634, 0.8075733807142597, 0.8022712668077002, 0.7971066396491481, 0.7920028453791653, 0.7870027547200492]"
0.05,0.075,20,1,1.8123009275291182,"[1.8123009275291182, 2.513354688733103]",1.1817641277910602,"[1.1817641277910602, 1.7722728172768483]"
0.05,0.075,50,1,1.8266779952147087,"[1.8266779952147087, 1.8843573466852999]",1.1942961592086578,"[1.1942961592086578, 1.2139994022182083]"
0.05,0.075,100,3,1.72672539661375,"[1.8209377853597186, 1.7759016272370902, 1.72672539661375, 2.8590018286511913]",1.0664144232194284,"[1.1957140896191047, 1.1348677338832371, 1.0664144232194284, 2.1366622295330346]"
0.05,0.05,20,52,1.393621979279806,"[1.82867517548242, 1.78787124934636, 1.7525428115301067, 1.7085808555211988, 1.6540416760598389, 1.6000797566737743, 1.5529758547620442, 1.5162216405702722, 1.4874038944982102, 1.4663871137893996, 1.4512674512970263, 1.4399160467957812, 1.4309430794177944, 1.4248327937804441, 1.4197048004735402, 1.415635705786276, 1.4124634783200503, 1.4098011692672099, 1.4080584516260395, 1.4062919456725573, 1.4050197907968704, 1.4037514819066959, 1.4027586215766632, 1.4019980924718811, 1.4011312038736368, 1.40069955724729, 1.3997595072174296, 1.3992262498342043, 1.3986510288658316, 1.3982508128512774, 1.397690915643971, 1.3974938106225807, 1.3971277957031858, 1.3970767711320102, 1.396602560770555, 1.3963286653414515, 1.3961994172778707, 1.3960885106917023, 1.3957316909564998, 1.3955416399185514, 1.3953370370589437, 1.3950434744237348, 1.395017178380997, 1.3950154454719883, 1.3946586969870922, 1.3945194003549992, 1.3943965775714506, 1.394175517801405, 1.3941729201475541, 1.3938582765146978, 1.3937341055199035, 1.393621979279806, 1.3938768294694261]",0.5313567419681352,"[1.2065417281140516, 1.1537929260633726, 1.108549531792861, 1.0527421101487167, 0.9831557927506336, 0.9094736124412742, 0.8424271125397791, 0.786266961672529, 0.7400606280890633, 0.7038227240707292, 0.6753235953070563, 0.6527691808943632, 0.63391545072407, 0.6195036102381486, 0.6072618751960244, 0.5970082346041737, 0.5889544994842144, 0.5821429864668585, 0.5765055176370679, 0.5714524986577352, 0.5672429984084147, 0.5633819826112322, 0.5602935042377948, 0.557659464060042, 0.555240753071655, 0.5531534527411843, 0.5508599318994978, 0.5492261029261958, 0.5475985515659424, 0.546137386034288, 0.5450444348170709, 0.5436553204439546, 0.5424606285079102, 0.5417902509798306, 0.5406551861005616, 0.5395635747089188, 0.5389591775812346, 0.5383211437082567, 0.5374621129597098, 0.5370135621692458, 0.5364342097149547, 0.5357835653107225, 0.5352007368924063, 0.5348023889584553, 0.5344099688050002, 0.5335220924857282, 0.5332397368096383, 0.5327316290244956, 0.532474791220157, 0.5319994464782734, 0.5317479569311291, 0.5313567419681352, 0.5311695135701202]"
0.05,0.05,50,31,1.3895718304276943,"[1.8404532064814543, 1.8011569297524574, 1.7703965392186112, 1.7288751008054766, 1.6706427912354387, 1.605437150308401, 1.5487660558413767, 1.5037255662264706, 1.471566923492615, 1.4487599438984833, 1.4332736744304664, 1.4214261658952674, 1.4136213425504656, 1.4080321823903323, 1.4038761457012494, 1.4007649770665715, 1.3983064445706048, 1.396701391727486, 1.3952414826018418, 1.3940341618087637, 1.3930403072324888, 1.3928211957521797, 1.392229069153993, 1.3917182112241089, 1.3911143232111702, 1.3907523556372048, 1.3906546060640343, 1.3901912311012914, 1.3901511100200798, 1.389613273270872, 1.3895718304276943, 1.3896194800673236]",0.5046986565426498,"[1.2170354830648669, 1.1649638808844796, 1.123804375225107, 1.0707182121361296, 0.9953025933989352, 0.9055042097212094, 0.8211900867239524, 0.7501959477678571, 0.6949758625716194, 0.652806445331005, 0.6210436098235234, 0.5962349874847308, 0.5775862314303645, 0.5633441381756271, 0.5522402572703714, 0.543171780336518, 0.5362351249741049, 0.530652931813362, 0.5259273847896414, 0.5221768712179408, 0.5189283281250621, 0.5165870259751554, 0.5144803223849994, 0.5124504930549325, 0.5106814569742109, 0.5094505210595534, 0.5082777021946828, 0.507085869323607, 0.5061858598528902, 0.5052030328429739, 0.5046986565426498, 0.5037894408823606]"
0.05,0.05,100,34,1.3810517845217078,"[1.8413739929336899, 1.8053062749007465, 1.7779486378857274, 1.746998899222666, 1.6984670214812405, 1.6339600700772232, 1.569937336302683, 1.5173142198382494, 1.478694857402741, 1.4508047932458934, 1.4313330811969296, 1.4176716527519346, 1.4080339531009232, 1.4012551882674384, 1.3963329793874826, 1.3928827038779916, 1.3902046191260642, 1.388464821312798, 1.3871580083772461, 1.3856441638785713, 1.3849374842735824, 1.384174615632861, 1.383750147018664, 1.3831498513256473, 1.3828041825044575, 1.3825692017205524, 1.3821411259395497, 1.3819874397447949, 1.3816557469767337, 1.381563961111273, 1.3814344814270187, 1.3813587520674273, 1.381137966300226, 1.3810517845217078, 1.3811709282641609]",0.489047948709186,"[1.2229074796531512, 1.1732178275179461, 1.1366483869663466, 1.0963903554174912, 1.0339333758786529, 0.9466456912242074, 0.8535369327430589, 0.7712982180747329, 0.7061513998181941, 0.6557837358932744, 0.6179320508527634, 0.5896713030911802, 0.5682694061554914, 0.5519503335585604, 0.5394768993705454, 0.5300742651418108, 0.5221810948946425, 0.5164124326578093, 0.5119321917533343, 0.5077006229808568, 0.5046524801314759, 0.5018942813942516, 0.49999801361963714, 0.4978831117618889, 0.4964080065704715, 0.4949955613216104, 0.4938434457722122, 0.49287677915553174, 0.4919814397327412, 0.4912074657066735, 0.4906946434323888, 0.49006075125877885, 0.4894542033961386, 0.489047948709186, 0.48864775239247876]"
0.05,0.025,20,54,1.407613094871748,"[1.8654816834809036, 1.8310704499159658, 1.8086463583314545, 1.7913613045359205, 1.7747142504336393, 1.7575147630362746, 1.7376720742976746, 1.714848400010571, 1.689538703946717, 1.6625113192335805, 1.6356714173012066, 1.610566948406814, 1.5871892971629427, 1.5653961509953453, 1.546234713303427, 1.5293515142577716, 1.5141505379966664, 1.5011780654672173, 1.489479846012094, 1.479754274918484, 1.4713110334581405, 1.463705674630898, 1.4570503132399801, 1.4514601433121488, 1.4465614961763096, 1.4422195283700645, 1.4385071830334208, 1.4352644081393018, 1.4323624258485472, 1.4296175130084428, 1.4274245105235022, 1.4254595140887918, 1.423536912919833, 1.422061804054054, 1.420333965041724, 1.419056692634575, 1.4177855978796445, 1.4170720466584137, 1.415895517557467, 1.4151255745642561, 1.414207932539883, 1.4134411221696088, 1.4128701105552504, 1.4121704140071114, 1.411662189928193, 1.4110843538486657, 1.410524640439524, 1.4100524402437649, 1.4097499471944526, 1.4092326343955548, 1.4088990236345131, 1.4086394067935668, 1.4083350598951963, 1.407613094871748, 1.4076180983720805]",0.556030507307361,"[1.2452444352919287, 1.2042043658481454, 1.1757459004161175, 1.1529961930640524, 1.1313568335672928, 1.1091707759890754, 1.0841361597741546, 1.055320197316774, 1.0228455144948416, 0.9874749663694309, 0.9517300199808828, 0.9170378467188373, 0.8841081326180928, 0.8529644892357084, 0.8241852641047065, 0.7982566532524856, 0.77456367291255, 0.7533846939825106, 0.7340106796693676, 0.7169275817311864, 0.7015064525858173, 0.6876982506411529, 0.6752829420315669, 0.6639875129032631, 0.6539462749234474, 0.6450022010968982, 0.6368603680194374, 0.6294836085132777, 0.6228306871298886, 0.6166459211411858, 0.6112145513873875, 0.6062269749981143, 0.6015242454335539, 0.5973769896860717, 0.593478090903072, 0.5898701511617197, 0.5866268740086774, 0.5837705169781562, 0.580833535487196, 0.5784957401345528, 0.5758861005504479, 0.5737758298847601, 0.571827790520066, 0.5698496446760197, 0.5681041144692675, 0.5663672077637967, 0.5647726811286955, 0.563374591379237, 0.5618895839885334, 0.5606636214195693, 0.5594975805161486, 0.5582648541190376, 0.557334995260241, 0.556030507307361, 0.5551180435492917]"
